Rev	Rev. Start	Perigee	Perig.IJD	Exit.IJD	Entrance.IJD	Exit	Entrance
0384	2005-12-04	23:59:11	2164.9994	2165.0944	2167.7762	35549	60785
0383	2005-12-02	00:15:05	2162.0105	2162.0950	2164.7317	33235	70556
0382	2005-11-29	00:31:29	2159.0219	2159.1135	2161.7909	34842	61740
0381	2005-11-26	00:47:34	2156.0330	2156.1277	2158.8396	35512	54485
0380	2005-11-23	01:03:09	2153.0439	2153.1262	2155.7436	32722	74155
0379	2005-11-20	01:18:21	2150.0544	2150.1389	2152.8613	33153	54576
0378	2005-11-17	01:35:03	2147.0660	2147.1592	2149.8605	35241	56855
0377	2005-11-14	01:49:46	2144.0762	2144.1570	2146.8300	32300	64790
0376	2005-11-11	02:03:53	2141.0860	2141.1737	2143.8751	33991	58311
0375	2005-11-08	02:16:02	2138.0945	2138.1870	2140.8501	35002	64861
0374	2005-11-05	02:30:14	2135.1043	2135.1934	2137.8461	34225	67216
0373	2005-11-02	02:45:53	2132.1152	2132.1989	2134.8509	32971	68054
0372	2005-10-30	03:01:27	2129.1260	2129.2114	2131.8704	33372	66512
0371	2005-10-27	03:16:28	2126.1364	2126.2247	2128.9164	34119	60016
0370	2005-10-24	03:31:04	2123.1466	2123.2313	2125.9157	33276	62096
0369	2005-10-21	03:46:07	2120.1570	2120.2492	2122.9756	34999	52268
0368	2005-10-18	04:00:34	2117.1671	2117.2539	2119.9277	33736	63726
0367	2005-10-15	04:12:39	2114.1755	2114.2658	2116.9409	34476	63201
0366	2005-10-12	04:24:19	2111.1836	2111.2748	2113.9528	34710	62687
0365	2005-10-09	04:37:47	2108.1929	2108.2814	2110.9256	34123	69105
0364	2005-10-06	04:52:00	2105.2028	2105.2893	2107.9394	33649	68231
0363	2005-10-03	05:06:17	2102.2127	2102.2978	2104.9675	33327	64954
0362	2005-09-30	05:19:15	2099.2217	2099.3072	2101.9766	33385	65148
0361	2005-09-27	05:32:25	2096.2309	2096.3108	2099.0051	32062	61568
0360	2005-09-24	05:46:53	2093.2409	2093.3246	2096.0448	33049	55584
0359	2005-09-21	06:00:13	2090.2502	2090.3369	2093.0268	33729	61013
0358	2005-09-18	06:11:31	2087.2580	2087.3488	2089.9997	34629	67819
0357	2005-09-15	06:22:02	2084.2653	nan	2086.9640	nan	75439
0356	2005-09-12	06:33:06	2081.2730	nan	2084.5365	nan	71591
0355	2005-09-09	06:46:23	2078.2822	nan	nan	nan	nan
0354	2005-09-06	06:59:56	2075.2916	2075.3832	nan	34815	nan
0353	2005-09-03	07:12:38	2072.3004	2072.3800	2075.0283	32014	70175
0352	2005-08-31	07:24:43	2069.3088	2069.3919	2072.1042	32761	57680
0351	2005-08-28	07:38:08	2066.3181	2066.4159	2069.1231	36254	55638
0350	2005-08-25	07:50:51	2063.3270	2063.4135	2066.0806	33584	65539
0349	2005-08-22	08:02:05	2060.3348	2060.4230	2063.0841	34001	66562
0348	2005-08-19	08:12:16	2057.3419	2057.4356	2060.1265	35367	60107
0347	2005-08-16	08:23:13	2054.3495	2054.4375	2057.1036	34045	65717
0346	2005-08-13	08:36:08	2051.3584	2051.4461	2054.1670	33942	54870
0345	2005-08-10	08:49:25	2048.3677	2048.4447	2051.1859	31500	52810
0344	2005-08-07	09:01:30	2045.3760	2045.4868	2048.1372	39335	64169
0343	2005-08-04	09:13:03	2042.3841	2042.4779	2045.1497	35325	63408
0342	2005-08-01	09:26:18	2039.3933	2039.4929	2042.1943	36750	56362
0341	2005-07-29	09:39:15	2036.4023	2036.5626	2039.1817	50306	60535
0340	2005-07-26	09:50:29	2033.4101	2033.5040	2036.2053	35378	57674
0339	2005-07-23	10:00:21	2030.4169	2030.5173	2033.2131	36872	57775
0338	2005-07-20	10:11:06	2027.4244	2027.5237	2030.2033	36595	61037
0337	2005-07-17	10:24:14	2024.4335	2024.5313	2027.2340	36266	56431
0336	2005-07-14	10:37:42	2021.4429	2021.5460	2024.2653	37491	51831
0335	2005-07-11	10:50:20	2018.4516	2018.5681	2021.2230	40575	62118
0334	2005-07-08	11:02:52	2015.4603	2015.5508	2018.2480	34612	58985
0333	2005-07-05	11:15:56	2012.4694	2012.5673	2015.3079	36351	48447
0332	2005-07-02	11:28:42	2009.4783	2009.5682	2012.2669	34484	58658
0331	2005-06-29	11:40:02	2006.4861	2006.5843	2009.2989	36292	54070
0330	2005-06-26	11:50:40	2003.4935	2003.5934	2006.2885	36733	57845
0329	2005-06-23	12:01:24	2000.5010	2000.5781	2003.2878	31479	59421
0328	2005-06-20	12:14:15	1997.5099	1997.6110	2000.3066	36974	57138
0327	2005-06-17	12:28:37	1994.5199	1994.6163	1997.3046	35967	59262
0326	2005-06-16	14:06:33	1993.5879	nan	1994.5117	nan	19313
0325	nan	nan	nan	nan	nan	nan	nan
0324	nan	nan	nan	nan	nan	nan	nan
0323	2005-06-05	13:19:16	1982.5551	1982.6481	1985.3537	35127	56699
0322	2005-06-02	13:31:05	1979.5633	1979.6668	1982.3252	37530	63927
0321	2005-05-30	13:42:00	1976.5708	1976.6790	1979.3253	38659	65513
0320	2005-05-27	13:53:05	1973.5785	1973.6727	1976.3587	35482	60654
0319	2005-05-24	14:05:17	1970.5870	1970.6836	1973.3859	35956	56759
0318	2005-05-21	14:19:49	1967.5971	1967.6914	1970.3873	35477	58193
0317	2005-05-18	14:33:23	1964.6065	1964.7109	1967.4277	37864	52053
0316	2005-05-15	14:45:42	1961.6151	1961.6909	1964.4131	31160	56934
0315	2005-05-12	14:59:00	1958.6243	1958.7208	1961.6165	35972	18938
0314	2005-05-09	15:12:57	1955.6340	1955.7238	1958.4251	34484	58135
0313	2005-05-06	15:24:32	1952.6420	1952.7409	1955.4422	36455	56641
0312	2005-05-03	15:35:54	1949.6499	1949.7389	1952.4464	34222	57580
0311	2005-04-30	15:47:00	1946.6576	1946.7471	1949.4464	34386	59102
0310	2005-04-27	15:59:48	1943.6665	1943.7575	1946.5112	34734	47268
0309	2005-04-24	16:13:59	1940.6764	1940.7701	1943.4756	35318	56534
0308	2005-04-21	16:27:36	1937.6858	1937.7745	1940.4966	34141	54356
0307	2005-04-18	16:40:38	1934.6949	1934.7856	1937.4896	34658	57719
0306	2005-04-15	16:53:37	1931.7039	1931.7915	1934.4993	33828	57574
0305	2005-04-12	17:07:46	1928.7137	1928.7973	1931.5016	32981	58989
0304	2005-04-09	17:19:51	1925.7221	1925.8145	1928.5126	34988	58681
0303	2005-04-06	17:30:54	1922.7298	1922.8163	1925.5287	33628	57308
0302	2005-04-03	17:42:03	1919.7375	1919.8222	1922.5057	33227	63297
0301	2005-03-31	17:54:16	1916.7460	1916.8338	1919.5664	33932	52727
0300	2005-03-28	18:08:34	1913.7559	1913.8447	1916.5517	34200	57460
0299	2005-03-25	18:22:35	1910.7657	1910.8413	1913.5497	31131	59808
0298	2005-03-22	18:35:24	1907.7746	1907.8616	1910.7594	33856	18438
0297	2005-03-22	15:55:12	1907.6633	1907.6636	1907.5532	33613	62737
0296	2005-03-16	19:01:42	1901.7929	1901.8708	1907.6627	31592	61420
0295	2005-03-13	19:14:29	1898.8017	1898.8858	1901.6242	33048	52259
0294	2005-03-10	19:26:05	1895.8098	1895.8999	1898.5909	34584	60845
0293	2005-03-07	19:35:56	1892.8166	1892.9042	1895.5826	33906	63947
0292	2005-03-04	19:48:39	1889.8255	1889.9145	1892.5770	34294	66299
0291	2005-03-01	20:03:02	1886.8354	1886.9162	1889.6188	32349	59961
0290	2005-02-26	20:16:12	1883.8446	1883.9258	1886.6240	32372	60844
0289	2005-02-23	20:29:15	1880.8536	1880.9383	1883.6574	33192	56138
0288	2005-02-20	20:42:44	1877.8630	1877.9401	1880.6783	31403	53699
0287	2005-02-17	20:56:11	1874.8724	1874.9482	1877.6533	31044	60559
0286	2005-02-14	21:10:21	1871.8822	1871.9626	1874.6854	32243	56101
0285	2005-02-11	21:22:14	1868.8904	1868.9711	1871.6749	32291	60065
0284	2005-02-08	21:33:31	1865.8983	1865.9790	1868.6520	32308	66034
0283	2005-02-05	21:46:43	1862.9074	1862.9972	1865.5935	34493	77514
0282	2005-02-02	22:01:27	1859.9177	1860.0058	1862.6904	34042	61899
0281	2005-01-30	19:07:35	1856.7969	1857.0766	1859.5777	48005	82980
0280	2005-01-27	22:29:25	1853.9371	1854.0191	1856.6216	32658	77627
0279	2005-01-24	22:42:11	1850.9460	1851.0325	1853.7065	33595	64420
0278	2005-01-21	22:55:42	1847.9554	nan	1850.5960	nan	84509
0277	2005-01-18	23:08:39	1844.9643	nan	nan	nan	nan
0276	2005-01-15	23:20:15	1841.9724	1842.0530	nan	32248	nan
0275	2005-01-12	23:30:25	1838.9795	1839.0552	1841.6641	31124	77984
0274	2005-01-09	23:40:59	1835.9868	1836.0684	1838.7450	32485	65164
0273	2005-01-06	23:54:20	1832.9961	1833.0823	1835.7895	33625	57981
0272	2005-01-03	20:52:08	1829.8695	nan	1832.7172	nan	72916
0271	2005-01-01	00:18:41	1827.0130	1827.0940	1829.7443	32395	69764
0270	2004-12-29	00:29:38	1824.0206	1824.0906	1826.7472	29724	70693
0269	2004-12-26	01:42:54	1821.0715	1821.1028	1823.7875	30611	64844
0268	2004-12-23	00:53:53	1818.0374	1818.1148	1820.7590	31499	71434
0267	2004-12-20	01:03:56	1815.0444	1815.1286	1817.8370	33043	58577
0266	2004-12-17	01:12:53	1812.0506	1812.1204	1814.7709	29621	72138
0265	2004-12-14	01:22:57	1809.0576	1809.1369	1811.8718	31883	54343
0264	2004-12-11	01:35:50	1806.0666	1806.1436	1808.8328	31350	63336
0263	2004-12-08	01:49:34	1803.0761	1803.1583	1805.8312	32606	65282
0262	2004-12-05	02:01:29	1800.0844	1800.1702	1802.8104	33428	70738
0261	2004-12-02	02:14:21	1797.0933	1797.1757	1799.8173	32666	71043
0260	2004-11-29	02:27:45	1794.1026	1794.1795	1796.8674	31403	63522
0259	2004-11-26	02:40:35	1791.1115	1791.1996	1793.9191	34075	55201
0258	2004-11-23	02:51:06	1788.1188	1788.1968	1790.8767	31560	65192
0257	2004-11-20	03:02:15	1785.1266	1785.2129	1787.8711	33637	67706
0256	2004-11-17	03:13:39	1782.1345	1782.2106	1784.9283	31270	58304
0255	2004-11-14	03:26:37	1779.1435	1779.2212	1781.9039	31606	64455
0254	2004-11-11	03:40:28	1776.1531	nan	1778.8872	nan	69157
0253	2004-11-08	03:53:33	1773.1622	nan	nan	nan	nan
0252	2004-11-05	04:06:11	1770.1710	1770.2454	1772.8532	30739	78258
0251	2004-11-02	04:19:38	1767.1803	1767.2608	1769.9733	32192	58271
0250	2004-10-30	04:32:18	1764.1891	1764.2564	1766.9240	29016	69330
0249	2004-10-27	04:43:40	1761.1970	1761.2770	1764.0019	32041	56229
0248	2004-10-24	04:54:02	1758.2042	1758.2811	1760.9959	31300	59109
0247	2004-10-21	05:05:07	1755.2119	1755.2829	1757.9632	29938	66743
0246	2004-10-18	05:18:14	1752.2210	1752.3065	1755.0141	33479	58424
0245	2004-10-15	05:32:06	1749.2306	1749.3126	1751.9326	32568	74978
0244	2004-10-12	05:45:36	1746.2400	1746.3132	1748.9577	30518	72413
0243	2004-10-09	05:58:07	1743.2487	1743.3252	1746.0051	31281	65582
0242	2004-10-06	06:11:11	1740.2578	1740.3338	1743.0406	31114	60489
0241	2004-10-03	06:24:10	1737.2668	1737.3383	1740.0588	30044	58727
0240	2004-09-30	06:35:37	1734.2747	1734.3534	1737.0726	31743	57760
0239	2004-09-27	06:46:00	1731.2820	1731.3645	1734.0789	32641	58178
0238	2004-09-24	06:58:09	1728.2904	1728.3686	1731.0629	31743	62821
0237	2004-09-21	07:11:20	1725.2995	1725.3737	1728.0734	30725	62273
0236	2004-09-18	07:25:17	1722.3092	1722.3860	1725.1132	31291	56155
0235	2004-09-15	07:39:04	1719.3188	1719.4015	1722.1021	32838	60405
0234	2004-09-12	07:51:17	1716.3273	1716.4087	1719.0714	32384	67987
0233	2004-09-09	08:05:00	1713.3368	1713.4256	1716.1256	34192	59371
0232	2004-09-06	08:18:42	1710.3463	1710.4180	1713.1249	30031	61339
0231	2004-09-03	08:31:39	1707.3553	1707.4445	1710.1918	34387	49534
0230	2004-08-31	08:42:58	1704.3632	1704.4329	1707.1313	29612	63691
0229	2004-08-28	08:54:20	1701.3711	1701.4506	1704.1535	32005	60925
0228	2004-08-25	09:07:52	1698.3805	1698.4605	1701.1973	32040	53615
0227	2004-08-22	09:23:56	1695.3916	1695.4717	1698.1599	32134	63015
0226	2004-08-19	09:38:19	1692.4016	1692.4798	1695.1933	31651	58580
0225	2004-08-16	09:52:39	1689.4116	1689.4939	1692.2455	32688	49836
0224	2004-08-13	10:07:27	1686.4218	1686.5081	1689.2142	33620	58406
0223	2004-08-10	10:22:21	1683.4322	1683.5094	1686.2024	31486	62700
0222	2004-08-07	10:35:16	1680.4412	1680.5184	1683.2734	31416	50299
0221	2004-08-04	10:46:36	1677.4490	1677.5386	1680.2658	34353	53915
0220	2004-08-01	10:59:08	1674.4577	1674.5465	1677.2262	34300	63471
0219	2004-07-29	11:11:47	1671.4665	1671.5612	1674.2213	35570	65871
0218	2004-07-26	11:27:14	1668.4772	1668.5778	1671.1726	36976	75997
0217	2004-07-23	11:41:34	1665.4872	1665.5624	1668.1768	30844	77067
0216	2004-07-20	11:55:37	1662.4970	1662.5826	1665.2951	33398	57345
0215	2004-07-20	09:01:08	1662.3758	1662.3762	1662.2924	32364	59806
0214	2004-07-14	12:25:17	1656.5176	1656.6051	1662.3750	33966	52311
0213	2004-07-11	12:38:34	1653.5268	1653.6165	1656.3049	34467	61267
0212	2004-07-08	12:50:21	1650.5350	1650.6218	1653.5149	33665	18415
0211	2004-07-05	13:02:22	1647.5433	1647.6258	1650.3565	32635	54581
0210	2004-07-02	13:16:58	1644.5535	1644.6455	1647.3565	35069	56266
0209	2004-06-29	13:33:13	1641.5647	1641.6453	1644.3426	32316	60881
0208	2004-06-26	13:47:40	1638.5748	1638.6730	1641.3858	36414	54470
0207	2004-06-23	14:03:13	1635.5856	1635.6723	1638.4045	33779	52820
0206	2004-06-20	14:17:43	1632.5956	1632.6803	1635.3859	33136	58743
0205	2004-06-17	14:33:22	1629.6065	1629.6942	1632.4011	33892	57795
0204	2004-06-14	14:47:46	1626.6165	1626.6896	1629.3915	30372	61835
0203	2004-06-11	15:01:21	1623.6259	1623.7082	1626.4291	32654	56408
0202	2004-06-08	15:13:50	1620.6346	1620.7196	1623.4318	33280	57766
0201	2004-06-05	15:28:06	1617.6445	1617.7256	1620.4280	32349	60294
0200	2004-06-02	15:44:59	1614.6562	1614.7396	1617.4620	32915	55377
0199	2004-05-30	16:01:16	1611.6675	1611.7489	1614.4357	32418	62915
0198	2004-05-27	16:16:38	1608.6782	1608.7630	1611.4489	33326	62623
0197	2004-05-24	16:32:26	1605.6892	1605.7718	1608.4718	32801	60215
0196	2004-05-21	16:47:36	1602.6997	1602.7858	1605.4844	33541	59871
0195	2004-05-18	17:02:31	1599.7101	1599.7858	1602.4984	31070	59297
0194	2004-05-15	17:15:51	1596.7193	1596.7923	1599.5551	30445	49637
0193	2004-05-12	17:27:29	1593.7274	1593.8035	1596.7054	31056	18152
0192	2004-05-09	17:41:37	1590.7372	1590.8231	1593.5411	33597	56422
0191	2004-05-06	17:56:55	1587.7479	1587.8258	1590.5196	31625	62550
0190	2004-05-03	18:12:47	1584.7589	1584.8332	1587.5496	30731	58755
0189	2004-04-30	18:27:22	1581.7690	1581.8455	1584.6007	31302	50415
0188	2004-04-27	18:41:14	1578.7786	1578.8638	1581.6039	33318	51912
0187	2004-04-24	18:56:34	1575.7893	1575.8660	1578.5844	31330	58097
0186	2004-04-21	19:10:16	1572.7988	1572.8791	1575.5880	32216	59463
0185	2004-04-18	19:22:15	1569.8071	1569.8788	1572.6221	30030	54473
0184	2004-04-15	19:34:17	1566.8155	1566.8857	1569.6220	29714	56303
0183	2004-04-12	19:46:01	1563.8236	1563.9019	1566.6123	31595	59945
0182	2004-04-09	20:00:52	1560.8339	1560.9086	1563.6215	30748	59826
0181	2004-04-06	20:16:16	1557.8446	1557.9171	1560.6431	30209	57481
0180	2004-04-03	20:29:50	1554.8541	1554.9141	1557.6605	27125	56129
0179	2004-03-31	20:44:11	1551.8640	1551.9414	1554.6298	31523	64136
0178	2004-03-28	20:57:28	1548.8733	1548.9524	1551.6146	31858	68759
0177	2004-03-25	21:10:48	1545.8825	1545.9553	1548.6244	30392	68734
0176	2004-03-22	21:21:58	1542.8903	1542.9594	1545.7154	29475	52491
0175	2004-03-19	21:32:01	1539.8972	1539.9703	1542.6711	30427	63167
0174	2004-03-16	21:42:33	1536.9046	1536.9743	1539.7205	29511	54613
0173	2004-03-13	21:55:40	1533.9137	1533.9816	1536.6787	29079	64485
0172	2004-03-10	22:10:14	1530.9238	1530.9883	1533.6412	28302	72938
0171	2004-03-07	22:22:23	1527.9322	1528.0078	1530.6712	31009	69363
0170	2004-03-04	22:35:02	1524.9410	1525.0211	1527.7213	32129	61554
0169	2004-03-01	22:48:28	1521.9503	1522.0227	1524.6921	30286	68709
0168	2004-02-27	22:54:32	1518.9545	1519.0269	1521.6664	29303	74818
0167	2004-02-24	23:10:09	1515.9654	1516.0348	1518.7959	29552	51485
0166	2004-02-21	23:18:57	1512.9715	1513.0388	1515.7361	29021	65043
0165	2004-02-18	23:27:49	1509.9777	1510.0509	1512.7500	30393	63543
0164	2004-02-15	23:40:02	1506.9861	1507.0702	1509.6951	33187	74649
0163	2004-02-12	23:52:26	1503.9947	1504.0681	1506.7076	30528	73811
0162	2004-02-10	00:02:55	1501.0020	1501.0702	1503.7146	29123	74104
0161	2004-02-07	00:14:40	1498.0102	1498.0828	1500.7557	30276	68209
0160	2004-02-04	01:35:15	1495.0661	1495.0884	1497.7342	29633	73408
0159	2004-02-01	00:37:35	1492.0261	1492.0986	1494.5971	30279	95580
0158	2004-01-29	00:46:48	1489.0325	1489.1058	1491.7870	30417	66747
0157	2004-01-26	00:55:21	1486.0384	1486.1019	1488.7697	27966	71137
0156	2004-01-23	01:04:00	1483.0445	1483.1099	1485.8136	28452	64161
0155	2004-01-20	01:15:18	1480.0523	1480.1350	1482.8492	32768	58331
0154	2004-01-17	01:28:17	1477.0613	1477.1288	1479.7941	29050	70171
0153	2004-01-14	01:39:13	1474.0689	1474.1351	1476.8583	28683	59755
0152	2004-01-11	01:49:54	1471.0763	1471.1506	1473.8653	30639	59940
0151	2004-01-08	02:01:34	1468.0844	1468.1591	1470.8388	30787	66459
0150	2004-01-05	02:12:04	1465.0917	1465.1617	1467.7949	29587	75619
0149	2004-01-02	02:21:21	1462.0982	1462.1699	1464.8305	30026	70791
0148	2003-12-30	02:29:51	1459.1041	1459.1792	1461.8875	30905	61378
0147	2003-12-27	02:38:18	1456.1099	1456.1828	1458.8403	30353	71291
0146	2003-12-24	02:49:09	1453.1175	1453.1933	1455.7451	31134	87637
0145	2003-12-21	03:01:32	1450.1261	1450.1904	1452.8593	28244	70186
0144	2003-12-18	03:12:56	1447.1340	1447.2145	1449.9616	32304	51842
0143	2003-12-15	03:23:38	1444.1414	1444.2108	1446.8621	29507	72696
0142	2003-12-12	03:34:41	1441.1491	1441.2190	1443.8670	29589	73145
0141	2003-12-09	03:45:25	1438.1565	1438.2256	1440.9290	29374	63258
0140	2003-12-06	03:54:22	1435.1628	1435.2252	1437.9213	27694	66168
0139	2003-12-03	04:02:45	1432.1686	1432.2420	1434.9665	30496	58662
0138	2003-11-30	04:10:05	1429.1737	1429.2482	1431.9095	30675	70631
0137	2003-11-27	04:19:55	1426.1805	1426.2594	1428.9346	31808	67056
0136	2003-11-24	04:31:42	1423.1887	1423.2598	1425.9305	29843	69008
0135	2003-11-21	04:42:21	1420.1961	1420.2496	1422.9542	25466	66170
0134	2003-11-18	04:52:28	1417.2031	1417.2729	1420.1926	29577	16865
0133	2003-11-15	05:03:10	1414.2105	1414.2834	1416.9500	30349	69644
0132	2003-11-12	05:12:50	1411.2172	1411.2968	1413.9592	31994	69344
0131	2003-11-09	05:22:00	1408.2236	1408.2925	1410.9695	29321	68769
0130	2003-11-06	05:30:03	1405.2292	nan	1408.0357	nan	57153
0129	2003-11-03	05:38:04	1402.2348	nan	nan	nan	nan
0128	2003-10-31	06:35:09	1399.2744	nan	nan	nan	nan
0127	2003-10-28	05:59:10	1396.2494	1396.3289	nan	32068	nan
0126	2003-10-25	06:10:07	1393.2570	1393.3220	1396.0226	28247	64888
0125	2003-10-22	06:21:17	1390.2648	1390.3359	1393.1276	29857	44396
0124	2003-10-19	06:33:19	1387.2731	1387.3413	1390.0602	29141	60667
0123	2003-10-16	06:45:08	1384.2813	1384.3527	1387.0505	30036	64174
0122	2003-10-13	06:54:49	1381.2881	1381.3583	1384.0484	29657	66116
0121	2003-10-10	07:03:36	1378.2942	1378.3776	1381.1125	33012	54713
0120	2003-10-07	07:13:21	1375.3009	1375.3686	1378.0791	29044	62859
0119	2003-10-04	07:23:28	1372.3080	1372.3858	1375.1027	31566	59389
0118	2003-10-01	07:36:45	1369.3172	1369.3845	1372.1133	28977	58710
0117	2003-09-28	07:49:42	1366.3262	1366.4153	1369.1217	34502	58773
0116	2003-09-25	08:01:54	1363.3347	1363.4107	1366.0485	31130	74312
0115	2003-09-22	08:15:15	1360.3439	1360.4232	1363.1377	31934	59157
0114	2003-09-19	08:28:12	1357.3529	1357.4490	1360.1280	36188	62923
0113	2003-09-16	08:39:53	1354.3610	1354.4400	1357.1321	31832	63884
0112	2003-09-13	08:51:03	1351.3688	1351.4614	1354.1865	35394	54540
0111	2003-09-10	09:45:20	1348.4065	1348.4628	1351.1518	33876	63177
0110	2003-09-07	09:13:18	1345.3842	1345.4690	1348.1866	33295	57634
0109	2003-09-04	09:28:15	1342.3946	1342.4689	1345.1783	30773	60961
0108	2003-09-01	09:42:25	1339.4045	1339.4788	1342.2054	30725	57413
0107	2003-08-29	09:56:23	1336.4142	1336.5057	1339.2221	35147	56064
0106	2003-08-26	10:11:06	1333.4244	1333.5173	1336.2353	35428	55254
0105	2003-08-23	10:25:35	1330.4344	1330.5216	1333.1819	33881	67839
0104	2003-08-20	10:39:19	1327.4440	1327.5273	1330.1841	32924	69350
0103	2003-08-17	10:51:56	1324.4527	1324.5390	1327.2440	33754	59715
0102	2003-08-14	11:08:45	1321.4644	1321.5516	1324.2774	34811	54574
0101	2003-08-11	11:16:58	1318.4701	1318.5675	1321.4400	36496	18364
0100	2003-08-08	11:32:05	1315.4806	1315.5627	1318.2705	32629	59538
0099	2003-08-05	08:26:10	1312.3515	nan	1315.2579	nan	64059
0098	2003-08-02	12:02:33	1309.5018	1309.6110	1312.2917	39454	59611
0097	2003-07-30	12:17:10	1306.5119	1306.6153	1309.2944	37903	61055
0096	2003-07-27	12:32:23	1303.5225	1303.6124	1306.2924	34614	63465
0095	2003-07-24	12:46:09	1300.5321	1300.6166	1303.3369	33243	56634
0094	2003-07-21	12:58:59	1297.5410	1297.6214	1300.3349	32291	59052
0093	2003-07-18	13:11:20	1294.5495	1294.6355	1297.3342	33743	60966
0092	2003-07-15	13:23:19	1291.5579	1291.6501	1294.3294	35149	63542
0091	2003-07-12	13:39:09	1288.5689	1288.6545	1291.3455	33611	62115
0090	2003-07-09	13:54:15	1285.5793	1285.6702	1288.3650	34834	60282
0089	2003-07-06	14:09:08	1282.5897	1282.6778	1285.3673	34253	62035
0088	2003-07-03	14:24:06	1279.6001	1279.7042	1282.3792	38238	61689
0087	2003-06-30	14:38:45	1276.6103	1276.7029	1279.3868	35284	62200
0086	2003-06-27	14:53:09	1273.6202	1273.7056	1276.4272	33567	56174
0085	2003-06-24	15:04:29	1270.6281	1270.7105	1273.4120	32682	61287
0084	2003-06-21	15:16:40	1267.6366	1267.7154	1270.4439	31893	56532
0083	2003-06-18	15:28:44	1264.6450	1264.7127	1267.4343	29015	60179
0082	2003-06-15	15:42:48	1261.6547	1261.7314	1264.4942	31274	49232
0081	2003-06-12	15:58:11	1258.6654	1258.7559	1261.4921	34763	51853
0080	2003-06-09	16:12:26	1255.6753	1255.7561	1258.4734	32345	58173
0079	2003-06-06	16:27:15	1252.6856	1252.7755	1255.4790	34744	59069
0078	2003-06-03	16:42:34	1249.6962	1249.7767	1252.4775	32389	61360
0077	2003-05-31	16:55:57	1246.7055	1246.7877	1249.6724	32719	18616
0076	2003-05-28	17:07:38	1243.7136	1243.7857	1246.5010	30052	60794
0075	2003-05-25	18:19:13	1240.7634	1240.7961	1243.5149	30652	59749
0074	2003-05-22	17:31:23	1237.7301	1237.7996	nan	29378	nan
0073	2003-05-19	17:46:18	1234.7405	1234.8074	1237.5573	28874	54338
0072	2003-05-16	18:02:04	1231.7514	1231.8280	1234.5893	31326	49419
0071	2003-05-13	19:12:34	1228.8004	1228.8407	1231.5428	32001	61666
0070	2003-05-10	18:30:55	1225.7715	1225.8322	nan	27091	nan
0069	2003-05-07	18:47:27	1222.7830	1222.8524	1225.5662	29545	61132
0068	2003-05-04	19:00:38	1219.7921	1219.8741	1222.5857	32647	59380
0067	2003-05-01	19:13:54	1216.8013	1216.7677	1219.5965	20336	59242
0066	2003-04-28	19:25:27	1213.8093	1213.8823	1216.6027	30376	59848
0065	2003-04-25	19:37:48	1210.8179	1210.8837	1213.5950	28544	63049
0064	2003-04-22	19:50:40	1207.8269	1207.8971	1210.6178	29594	60071
0063	2003-04-19	20:06:17	1204.8377	1204.9127	1207.6340	30952	58670
0062	2003-04-16	20:20:41	1201.8477	1201.9340	1204.6360	33851	60414
0061	2003-04-13	20:35:13	1198.8578	1198.9358	1201.6348	31698	62772
0060	2003-04-10	20:50:16	1195.8683	1195.9353	1198.6174	28808	68011
0059	2003-04-07	21:03:50	1192.8777	1192.9481	1195.7044	29689	52483
0058	2003-04-04	21:15:49	1189.8860	1189.9473	1192.6703	27236	61664
0057	2003-04-01	21:27:32	1186.8941	1186.9612	1189.6807	28840	61302
0056	2003-03-29	21:39:21	1183.9023	1183.9709	1186.6739	29277	64239
0055	2003-03-26	21:52:36	1180.9115	1180.9759	1183.6808	28145	64404
0054	2003-03-23	22:07:11	1177.9217	1177.9940	1180.7212	30178	58089
0053	2003-03-20	22:21:47	1174.9318	1174.9988	1177.6872	28777	66888
0052	2003-03-17	22:35:55	1171.9416	1172.0110	1174.7150	29437	63504
0051	2003-03-14	22:51:20	1168.9523	1169.0188	1171.6378	28699	79144
0050	2003-03-11	23:05:21	1165.9621	1166.0296	1168.7346	29019	63567
0049	2003-03-08	23:17:25	1162.9704	1163.0359	1165.7241	28449	67454
0048	2003-03-05	23:28:43	1159.9783	1160.0431	1162.7178	28246	70207
0047	2003-03-02	23:40:39	1156.9866	1157.0481	1159.7339	27425	68698
0046	2003-02-27	23:53:16	1153.9953	1154.0690	1156.7486	30510	67424
0045	2003-02-25	00:07:54	1151.0055	1151.0788	1153.7361	30378	71336
0044	2003-02-22	00:23:23	1148.0162	1148.0882	1150.8001	30186	61093
0043	2003-02-19	00:36:44	1145.0255	1145.0913	1147.8029	28463	62593
0042	2003-02-16	00:52:56	1142.0368	1142.1057	1144.6004	29389	97126
0041	2003-02-13	01:07:06	1139.0466	1139.1105	1141.7362	28014	78334
0040	2003-02-10	01:19:54	1136.0555	1136.1153	1138.8099	26981	67089
0039	2003-02-07	01:31:29	1133.0635	1133.1321	1135.8043	29208	69802
0038	2003-02-04	05:25:34	1130.2261	nan	1132.8141	nan	69517
0037	2003-02-01	01:56:56	1127.0812	1127.1585	nan	31500	nan
0036	2003-01-29	02:11:27	1124.0913	1124.1602	1126.7709	29239	79942
0035	2003-01-26	02:26:16	1121.1016	1121.1807	1123.9087	31964	56328
0034	2003-01-23	02:40:02	1118.1111	1118.1861	1120.8822	30931	63755
